# #Freq[Hz], #Gain_mean[a.u.], #Gain_std[a.u.], #Phase_mean[rad], #Phase_std[rad]
6.718793614052060548e+02,2.997912957766826594e+02,6.458911501230047980e-01,-4.300780295281022569e-01,1.654926389034922472e-03
6.853471314415858160e+02,2.984535018146556240e+02,4.731934543457748665e-01,-4.379855647595353174e-01,1.713854675939398969e-03
6.990848618907597256e+02,2.974893766285292713e+02,6.325621124910928428e-01,-4.463053101294430780e-01,1.710965731638841147e-03
7.130979640884039554e+02,2.964885947927001553e+02,5.727461800759248156e-01,-4.541174817315504209e-01,2.329504184609441919e-03
7.273919578400012824e+02,2.951734586206637800e+02,8.185899457252303613e-01,-4.625900523400200970e-01,1.716102551807639678e-03
7.419724735951103867e+02,2.939094165382845176e+02,5.475057042063330437e-01,-4.700148618174088133e-01,3.000172105406234257e-03
7.568452546652172259e+02,2.930856381224560891e+02,5.689841052195825366e-01,-4.769509623764639494e-01,2.179768330776099983e-03
7.720161594860450123e+02,2.915766539388715159e+02,5.923315657610197515e-01,-4.861622568146265477e-01,2.752013582719823551e-03
7.874911639252067062e+02,2.900936810375413870e+02,4.831669867017413522e-01,-4.923945616241922063e-01,1.479774040124654140e-03
8.032763636361262343e+02,2.888122995716249761e+02,7.906613811295989391e-01,-5.019683962959440304e-01,1.933821926202681021e-03
